namedLocation,domainID,siteID,plotType,sampleID,sampleCode,lmaSampleID,lmaSampleCode,lmaSampleCondition,scanDate,scannedBy,cfc_LMA_freshWeight,cfc_LMA_dryWeight,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,sampleCode.x.x.x,ligninSampleBarcode,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,subplotID,sampleType,samplingMethod,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible.x,sampleCode.y,subsample1Height,subsample2Height,subsample3Height,chlorophyllSampleCode.x,chlorophyllSampleCondition,collectedBy,recordedBy,sampleCode.x.x,ligninSampleBarcode.x,cfc_elements_dryWeight,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,sampleCode.y.y,chlorophyllSampleCode.y,extractionStartDate,extractionLength,cfc_chlorophyll_freshWeight,solventVolume,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,sampleCode.x,cnSampleCode.x,ligninSampleBarcode.y,archiveSampleID,archiveSampleCode,toxicodendronPossible.y,processedBy,sampleCode.y.y.y,cnSampleCode.y,nitrogenPercent,carbonPercent,CNratio,cnPercentQF,percentAccuracyQF,instrument
JORN_045.basePlot.cfc,D14,JORN,tower,NrWJnEy30pZqn1VwLwoBVg7l6ivlc3J10ibwDk2Vuhg=,NA,NrWJnEy30pZqn1VwLwoBVg7l6ivlc3J1ckoibg5PkVU=,NA,OK,2017-08-28T15:20:00Z,srose@battelleecology.org,0.12,0.112,NA,19,910,100,123.1,0.933,nmiller@field-ops.org,NA,NA,0.504,5.29,37.32,shrubScrub,WGS84,32.592144,-106.84334,20.1,1321.9,0.1,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,175,JORN_045_175,2,0.1,60,NA,NA,NA,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.107,50,0.085,0.828,0.221,0.076,0.085,38,126.2,4.3,24.5,30.3,NA,NA,2017-08-30,48,0.0619,20,6.34,1.25,2.33,A,0,NA,NA,NA,NrWJnEy30pZqn1VwLwoBVg7l6ivlc3J1Qwq4LyTmMw0=,NA,NA,srose@battelleecology.org,NA,NA,0.95,46.15,48.4,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_007.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pYr4GLSTAZ247KTc3nq42ldlm5FvAbTsjs=,NA,NrWJnEy30pYr4GLSTAZ247KTc3nq42ldzhF4bAm+dHZIXwa+R3sEcA==,NA,OK,2017-08-29T17:23:00Z,srose@battelleecology.org,1.368,0.777,NA,6,5033.8,100,154.3,0.568,srose@battelleecology.org,NA,NA,0.564,15.54,19.41,shrubScrub,WGS84,32.607919,-106.856765,20.1,1323.5,0.1,NEON.DOC.001024vD,31,Woody individual,other,N,2700,NEON.PLA.D14.JORN.02700,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.101,50,0.136,1.125,0.774,0.165,0.244,27.6,66.2,22.6,56.1,63.6,NA,NA,2017-08-30,48,0.065,20,6.21,0.93,2.13,A,0,NA,NA,NA,NrWJnEy30pYr4GLSTAZ247KTc3nq42ldTqDGdjshoVg=,NA,NA,srose@battelleecology.org,NA,NA,2.98,49.61,16.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_007.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pYr4GLSTAZ24yN8oL+QHJhidXI7U0chpHA=,NA,NrWJnEy30pYr4GLSTAZ24yN8oL+QHJhiM6p57TSrMW3rWyrOWm2N/Q==,NA,OK,2017-08-29T15:46:00Z,srose@battelleecology.org,1.58,0.855,NA,5,6077.8,98,140.6,0.541,NA,NA,NA,0.534,13.61,19.88,shrubScrub,WGS84,32.607919,-106.856765,20.1,1323.5,0.1,NEON.DOC.001024vD,NA,Woody individual,other,N,2699,NEON.PLA.D14.JORN.02699,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.102,50,0.141,1.544,0.959,0.208,0.256,38.3,81.4,23.9,41.9,50.3,NA,NA,2017-08-30,48,0.0672,20,7.54,1.45,2.11,A,0,NA,NA,NA,NrWJnEy30pYr4GLSTAZ24yN8oL+QHJhioDDnMVzk2IE=,NA,NA,srose@battelleecology.org,NA,NA,3.07,48.11,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_007.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pboUEQP7+NMQxhQa0OlKLMS7BP5yaAGj9M=,NA,NrWJnEy30pboUEQP7+NMQxhQa0OlKLMSoDICqMnV5jo=,NA,OK,2017-08-25T16:26:00Z,srose@battelleecology.org,4.93,2.416,msandifer@battelleecology.org,9,5962.9,95,405.2,0.49,NA,NA,NA,0.518,7.55,37.75,shrubScrub,WGS84,32.607919,-106.856765,20.1,1323.5,0.1,NEON.DOC.001024vD,31,Woody individual,other,N,2698,NEON.PLA.D14.JORN.02698,YUEL,Yucca elata (Engelm.) Engelm.,OK,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.109,50,0.169,1.155,0.826,0.383,0.181,42.8,46.4,241.4,36.1,81.7,NA,NA,2017-08-31,48,0.7118,20,5.51,1.7,1.41,B,0,NA,NA,NA,NrWJnEy30pboUEQP7+NMQxhQa0OlKLMS+SPirIfSOhU=,NA,NA,srose@battelleecology.org,NA,NA,1.83,47.38,25.9,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_007.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pboUEQP7+NMQxhQa0OlKLMS7BP5yaAGj9M=,NA,NrWJnEy30pboUEQP7+NMQxhQa0OlKLMSoDICqMnV5jo=,NA,OK,2017-08-25T16:26:00Z,srose@battelleecology.org,4.93,2.416,msandifer@battelleecology.org,9,5962.9,95,405.2,0.49,NA,NA,NA,0.541,8.01,36.51,shrubScrub,WGS84,32.607919,-106.856765,20.1,1323.5,0.1,NEON.DOC.001024vD,31,Woody individual,other,N,2698,NEON.PLA.D14.JORN.02698,YUEL,Yucca elata (Engelm.) Engelm.,OK,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.109,50,0.169,1.155,0.826,0.383,0.181,42.8,46.4,241.4,36.1,81.7,NA,NA,2017-08-31,48,0.7118,20,5.51,1.7,1.41,B,0,NA,NA,NA,NrWJnEy30pboUEQP7+NMQxhQa0OlKLMS+SPirIfSOhU=,NA,NA,srose@battelleecology.org,NA,NA,1.83,47.38,25.9,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_007.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pbwSpw8EOxr+DGFjDTsZzuufnO0R26lf4w=,NA,NrWJnEy30pbwSpw8EOxr+DGFjDTsZzuuf2GYGuChpbM=,NA,OK,2017-08-28T16:54:00Z,srose@battelleecology.org,0.23,0.186,NA,52,1455.2,100,127.5,0.807,srose@battelleecology.org,NA,NA,0.507,13.59,22.51,shrubScrub,WGS84,32.607919,-106.856765,20.1,1323.5,0.1,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,58,JORN_007_058,2,0.1,35,NA,NA,NA,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.109,50,0.158,2.154,0.326,0.163,0.18,20.8,123.4,12.8,35.6,42.2,NA,NA,2017-08-30,48,0.0745,20,3.32,0.65,1.07,A,0,NA,NA,NA,NrWJnEy30pbwSpw8EOxr+DGFjDTsZzuuIwCwxdcYMfE=,NA,NA,NA,NA,NA,1.48,50.45,34.2,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_006.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZRljXI+FTyc/uwdhyAYSe+mwqvQkYrQcM=,NA,NrWJnEy30pZRljXI+FTyc/uwdhyAYSe+OTlbSJwzxoxLBXziEUe3Rw==,NA,OK,2017-08-29T17:10:00Z,srose@battelleecology.org,1.482,0.864,NA,7,5316.8,95,162.6,0.583,NA,NA,NA,0.501,14.59,15.22,shrubScrub,WGS84,32.590562,-106.82446,20.1,1323.2,0.1,NEON.DOC.001024vD,31,Woody individual,other,N,2697,NEON.PLA.D14.JORN.02697,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.101,50,0.109,1.056,1.399,0.373,0.28,55.7,177,11.9,142.8,25.9,NA,NA,2017-08-29,48,0.0646,20,3.39,0.73,1.16,A,0,NA,NA,NA,NrWJnEy30pZRljXI+FTyc/uwdhyAYSe+OsNJPbIg4bU=,NA,NA,srose@battelleecology.org,NA,NA,2.32,47.82,20.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_006.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZRljXI+FTyc/uwdhyAYSe+mwqvQkYrQcM=,NA,NrWJnEy30pZRljXI+FTyc/uwdhyAYSe+OTlbSJwzxoxLBXziEUe3Rw==,NA,OK,2017-08-29T17:10:00Z,srose@battelleecology.org,1.482,0.864,NA,7,5316.8,95,162.6,0.583,NA,NA,NA,0.501,14.59,15.22,shrubScrub,WGS84,32.590562,-106.82446,20.1,1323.2,0.1,NEON.DOC.001024vD,31,Woody individual,other,N,2697,NEON.PLA.D14.JORN.02697,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.101,50,0.109,1.056,1.399,0.373,0.28,55.7,177,11.9,142.8,25.9,NA,NA,2017-08-29,48,0.0646,20,3.39,0.73,1.16,A,0,NA,NA,NA,NrWJnEy30pZRljXI+FTyc/uwdhyAYSe+OsNJPbIg4bU=,NA,NA,srose@battelleecology.org,NA,NA,2.4,48.09,20.1,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_006.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZRljXI+FTycyL3xQ835lNrkh9pP/sFrI4=,NA,NrWJnEy30pZRljXI+FTycyL3xQ835lNrZeJUdC0yd7j4yqncSeyd0A==,NA,OK,2017-08-29T16:03:00Z,srose@battelleecology.org,2.566,1.401,NA,2,9322.5,100,150.3,0.546,NA,NA,NA,0.563,11.37,33.62,shrubScrub,WGS84,32.590562,-106.82446,20.1,1323.2,0.1,NEON.DOC.001024vD,40,Woody individual,other,N,2696,NEON.PLA.D14.JORN.02696,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.107,50,0.147,1.229,1.003,0.279,0.273,52.5,102.8,11.4,104.6,35,NA,NA,2017-08-29,48,0.0601,20,5.08,1.08,1.53,A,0,NA,NA,NA,NrWJnEy30pZRljXI+FTycyL3xQ835lNraqSBUSva4cw=,NA,NA,srose@battelleecology.org,NA,NA,2.89,47.64,16.5,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_004.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pYsOLt0P8zpUfj1NcQEr+t2fQ9QGvrUo0Q=,NA,NrWJnEy30pYsOLt0P8zpUfj1NcQEr+t2dSYoLPxgQfNNLjd19INfzg==,NA,OK,2017-08-29T16:18:00Z,srose@battelleecology.org,1.621,0.812,NA,6,5603.6,95,144.9,0.501,NA,NA,NA,0.538,12.62,17.69,shrubScrub,WGS84,32.630328,-106.86076,20.1,1331.6,0.1,NEON.DOC.001024vD,NA,Woody individual,other,Y,2598,NEON.PLA.D14.JORN.02598,PRGL2,Prosopis glandulosa Torr.,Other damage,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,srose@battelleecology.org,aalvarez@battelleecology.org,NA,NA,0.103,50,0.142,1.355,0.879,0.308,0.273,32.2,101.7,15.8,76,27.5,NA,NA,2017-08-30,48,0.0628,20,4.04,0.92,1.05,A,0,NA,NA,NA,NrWJnEy30pYsOLt0P8zpUfj1NcQEr+t2ffKFqpMYiaE=,NA,NA,srose@battelleecology.org,NA,NA,2.75,48.59,17.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_004.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlrb6gGDqgQNLM=,NA,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlr/qNlvmFiCc2G3+bXbs96Mw==,NA,OK,2017-08-29T17:45:00Z,srose@battelleecology.org,1.016,0.581,NA,7,4136.9,98,140.5,0.572,NA,NA,NA,0.527,14.49,17.44,shrubScrub,WGS84,32.630328,-106.86076,20.1,1331.6,0.1,NEON.DOC.001024vD,NA,Woody individual,NA,Y,2599,NEON.PLA.D14.JORN.02599,PRGL2,Prosopis glandulosa Torr.,Other damage,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,srose@battelleecology.org,aalvarez@battelleecology.org,NA,NA,0.104,50,0.12,1.043,1.146,0.238,0.252,65.6,157.2,8.9,89,31.6,NA,NA,2017-08-30,48,0.0617,20,4.27,0.81,1.49,A,0,NA,NA,NA,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlr8+cPG5qMEEk=,NA,NA,NA,NA,NA,2.28,48.23,21.2,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_004.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlrb6gGDqgQNLM=,NA,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlr/qNlvmFiCc2G3+bXbs96Mw==,NA,OK,2017-08-29T17:45:00Z,srose@battelleecology.org,1.016,0.581,NA,7,4136.9,98,140.5,0.572,NA,NA,NA,0.527,14.49,17.44,shrubScrub,WGS84,32.630328,-106.86076,20.1,1331.6,0.1,NEON.DOC.001024vD,NA,Woody individual,NA,Y,2599,NEON.PLA.D14.JORN.02599,PRGL2,Prosopis glandulosa Torr.,Other damage,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,srose@battelleecology.org,aalvarez@battelleecology.org,NA,NA,0.103,50,0.118,1.081,1.209,0.251,0.262,69.1,168.7,9.2,87.6,27.6,NA,NA,2017-08-30,48,0.0617,20,4.27,0.81,1.49,A,0,NA,NA,NA,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlr8+cPG5qMEEk=,NA,NA,NA,NA,NA,2.28,48.23,21.2,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_006.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZRljXI+FTyc2s84MxjG5P116haV5NqLeg=,NA,NrWJnEy30pZRljXI+FTyc2s84MxjG5P1vICjFLxarOB1msXGosSaRw==,NA,OK,2017-08-29T16:38:00Z,srose@battelleecology.org,2.19,1.204,NA,3,7664.3,95,157,0.55,NA,NA,NA,0.513,13.8,17.64,shrubScrub,WGS84,32.590562,-106.82446,20.1,1323.2,0.1,NEON.DOC.001024vD,32,Woody individual,other,N,2695,NEON.PLA.D14.JORN.02695,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.103,50,0.132,1.284,1.096,0.328,0.259,37.6,127,19.2,160.2,33.1,NA,NA,2017-08-29,48,0.0688,20,5.02,1.19,1.48,A,0,NA,NA,NA,NrWJnEy30pZRljXI+FTyc2s84MxjG5P1ZR3UHQ6a7tE=,NA,NA,srose@battelleecology.org,NA,NA,2.7,48.58,18,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_006.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pb4EVg1h7vKBhyQSCDu3e7HofIQnNAlWUc=,NA,NrWJnEy30pb4EVg1h7vKBhyQSCDu3e7HUaXGL1Ex9+8=,NA,OK,2017-08-28T15:55:00Z,srose@battelleecology.org,0.13,0.115,NA,22,1143.3,95,100.2,0.882,srose@battelleecology.org,NA,NA,0.495,6.05,34.34,shrubScrub,WGS84,32.590562,-106.82446,20.1,1323.2,0.1,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,60,JORN_006_060,1.5,0.7,10,NA,NA,NA,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.108,50,0.085,0.757,0.326,0.075,0.111,49.2,279,4,13.5,18.5,NA,NA,2017-08-29,48,0.0441,20,6.83,1.49,2.23,A,0,NA,NA,NA,NrWJnEy30pb4EVg1h7vKBhyQSCDu3e7H+8amenqNvyg=,NA,NA,dsteinberg@battelleecology.org,NA,NA,1.03,44.82,43.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,NA,OK,2017-08-29T16:29:00Z,srose@battelleecology.org,2.276,1.27,NA,10,7237.2,90,175.5,0.558,srose@battelleecology.org,NA,NA,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,NA,NA,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NA,NA,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7nfQ2dhN7OHA=,NA,NA,NA,NA,NA,3.09,48.52,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,NA,OK,2017-08-29T16:29:00Z,srose@battelleecology.org,2.276,1.27,NA,10,7237.2,90,175.5,0.558,srose@battelleecology.org,NA,NA,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,NA,NA,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NA,NA,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7nfQ2dhN7OHA=,NA,NA,NA,NA,NA,3.11,48.48,15.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,NA,OK,2017-08-29T16:29:00Z,srose@battelleecology.org,2.276,1.27,NA,10,7237.2,90,175.5,0.558,srose@battelleecology.org,NA,NA,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,NA,NA,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NA,NA,NA,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBORJOD52becA=,NA,NA,srose@battelleecology.org,NA,NA,3.09,48.52,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,NA,OK,2017-08-29T16:29:00Z,srose@battelleecology.org,2.276,1.27,NA,10,7237.2,90,175.5,0.558,srose@battelleecology.org,NA,NA,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,NA,NA,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NA,NA,NA,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBORJOD52becA=,NA,NA,srose@battelleecology.org,NA,NA,3.11,48.48,15.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,NA,OK,2017-08-29T16:29:00Z,srose@battelleecology.org,2.276,1.27,NA,10,7237.2,90,175.5,0.558,srose@battelleecology.org,NA,NA,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.104,50,0.146,1.391,0.939,0.203,0.239,28.8,72,18,96.1,48.5,NA,NA,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NA,NA,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7nfQ2dhN7OHA=,NA,NA,NA,NA,NA,3.09,48.52,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,NA,OK,2017-08-29T16:29:00Z,srose@battelleecology.org,2.276,1.27,NA,10,7237.2,90,175.5,0.558,srose@battelleecology.org,NA,NA,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.104,50,0.146,1.391,0.939,0.203,0.239,28.8,72,18,96.1,48.5,NA,NA,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NA,NA,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7nfQ2dhN7OHA=,NA,NA,NA,NA,NA,3.11,48.48,15.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NA,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,NA,OK,2017-08-29T16:29:00Z,srose@battelleecology.org,2.276,1.27,NA,10,7237.2,90,175.5,0.558,srose@battelleecology.org,NA,NA,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,OK,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,kring@field-ops.org,nmiller@field-ops.org,NA,NA,0.104,50,0.146,1.391,0.939,0.203,0.239,28.8,72,18,96.1,48.5,NA,NA,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NA,NA,NA,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBORJOD52becA=,NA,NA,srose@battelleecology.org,NA,NA,3.09,48.52,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
