"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","ligninSampleID","ligninSampleBarcode","collectDate","analysisDate","analyticalRepNumber","dryMass","digestVolume","foliarPhosphorusConc","foliarPotassiumConc","foliarCalciumConc","foliarMagnesiumConc","foliarSulfurConc","foliarManganeseConc","foliarIronConc","foliarCopperConc","foliarBoronConc","foliarZincConc","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"8dacb04f-3774-42ea-b2aa-5d430df0540c","UKFS_008.basePlot.cfc","D06","UKFS","UKFS_008","distributed","GWdltx9aizz0vObCMOeVWGJCwCaJn6hH7dOqrm0R78s=","A00000009539","GWdltx9aizz0vObCMOeVWGJCwCaJn6hHzSgScvwMMPw=","A00000010230","2018-06-12T16:46Z","2018-10-18",1,0.101,50,0.379,2.19,6.661,0.646,0.17,42.1,109.4,10.5,57.6,25.2,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"64bd096a-2aef-44c8-9557-defe5ad50c0c","UKFS_008.basePlot.cfc","D06","UKFS","UKFS_008","distributed","GWdltx9aizwSKy1QJMee9nHSJAl2KbWe+wWqfMa91vI=","A00000009540","GWdltx9aizwSKy1QJMee9nHSJAl2KbWecYYYigGJwHS3PlCe4ULiQw==","A00000010227","2018-06-12T17:01Z","2018-10-18",1,0.103,50,0.37,2.067,1.634,0.412,0.154,28.9,81.3,11.4,44.5,37.7,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"1fd16f82-31db-4bd1-b1c6-fd9e646ed05a","UKFS_001.basePlot.cfc","D06","UKFS","UKFS_001","distributed","GWdltx9aizyuZKUdN3WWMBZcRIoCoI4WPc8KDHlpbIg=","A00000009567","GWdltx9aizyuZKUdN3WWMBZcRIoCoI4WbElb1NenWxs=","A00000010260","2018-06-12T18:45Z","2018-10-18",1,0.103,50,0.336,1.466,2.4,0.426,0.136,89.1,94.2,7.7,70.4,25.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"81947118-d4bb-40c6-954a-96e31bf6d5d0","UKFS_001.basePlot.cfc","D06","UKFS","UKFS_001","distributed","GWdltx9aizxzfzgjEGH89eco2RhQN2Vxoj+nAl9JLnQ=","A00000009554","GWdltx9aizxzfzgjEGH89eco2RhQN2VxUO8Jpo5MjWUm9Uhc+DQgXw==","A00000010254","2018-06-12T18:50Z","2018-10-18",1,0.103,50,0.187,1.251,3.303,0.322,0.147,367.7,69.1,5.7,70.3,49.5,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"6e844954-3f72-4365-8448-185ac6373a18","UKFS_001.basePlot.cfc","D06","UKFS","UKFS_001","distributed","GWdltx9aizw8Illw/plSgldbgdLXNpLVnGVuV+BJbaY=","A00000009555","GWdltx9aizw8Illw/plSgldbgdLXNpLV6IzxnS7i3n0=","A00000010236","2018-06-12T18:56Z","2018-10-18",1,0.1,50,0.191,2.024,1.7,0.358,0.132,20.9,76.8,6.2,44.8,22.7,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"dd256dc7-5fb2-4e7a-aacf-42c0724c89b0","GRSM_006.basePlot.cfc","D07","GRSM","GRSM_006","distributed","njZEDkTA4mgiARK+2lMt1XKieVoTXptHM32tPh7lGWw=",NA,"njZEDkTA4mgiARK+2lMt1XKieVoTXptHv+hmqPCBEok=",NA,"2016-06-06T13:40Z","2016-09-08",1,0.469,50,0.129,0.619,0.35,0.137,0.127,434.3,46.6,5.2,50.5,15,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"ead549de-4720-42c1-a87c-7cb59f08d23f","GRSM_006.basePlot.cfc","D07","GRSM","GRSM_006","distributed","njZEDkTA4mgZIetQ+caMIxKyGdrz/cE/iov51c01Qd4=",NA,"njZEDkTA4mgZIetQ+caMIxKyGdrz/cE/OLPUFts+c+o=",NA,"2016-06-06T14:10Z","2016-09-08",1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not enough sample for analysis","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"5f1307a4-e9a0-4a9a-982f-61fe46de303a","GRSM_006.basePlot.cfc","D07","GRSM","GRSM_006","distributed","njZEDkTA4mhXBrbFJl/Bv/8VHIpZkxCb/z3lVdZ/1cQ=",NA,"njZEDkTA4mhXBrbFJl/Bv/8VHIpZkxCbofkKFlnP6mQ=",NA,"2016-06-06T14:35Z","2016-09-08",1,0.473,50,0.138,1.191,0.496,0.18,0.166,177.5,36,5.1,54,11.6,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"22e08616-2e8e-4df7-934f-e4f1f4e1ec4f","GRSM_002.basePlot.cfc","D07","GRSM","GRSM_002","distributed","njZEDkTA4mgWWU03lRxBFgfLUPZ46Kxd2ZaSaiyzcFI=",NA,"njZEDkTA4mgWWU03lRxBFgfLUPZ46KxdoB624BiYrmM=",NA,"2016-06-06T15:45Z","2016-09-08",1,0.454,50,0.15,0.6,0.38,0.118,0.135,332.6,67.5,4.4,33.5,19.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"4c671015-3258-4b9c-921d-e5739f0cc611","GRSM_002.basePlot.cfc","D07","GRSM","GRSM_002","distributed","njZEDkTA4mhMd38hmJ6sFsk82htc7y964/KMIjLZiyo=",NA,"njZEDkTA4mhMd38hmJ6sFsk82htc7y960VZ0mZrLtcYo70m7eKzdQQ==",NA,"2016-06-06T16:20Z","2016-09-08",1,0.481,50,0.15,1.944,0.279,0.257,0.152,389.5,71.6,102.3,68.8,16.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"1145f5c6-1d26-47af-b4f3-a8b39ea7039b","GRSM_002.basePlot.cfc","D07","GRSM","GRSM_002","distributed","njZEDkTA4mhKOtXkRIPFhBzxgTIuGg/UEsL+4Cxpym4=",NA,"njZEDkTA4mhKOtXkRIPFhBzxgTIuGg/U8Rehg5sWpB8=",NA,"2016-06-06T16:41Z","2016-09-08",1,0.477,50,0.187,0.784,0.51,0.13,0.148,620.2,48.8,3.7,64.8,15.4,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"78458ecc-4433-47a6-8b73-b885549656c8","GRSM_010.basePlot.cfc","D07","GRSM","GRSM_010","distributed","njZEDkTA4misW8k1uxtRp3WXJNHhA4qA7q9yG8Vst2k=",NA,"njZEDkTA4misW8k1uxtRp3WXJNHhA4qA9gdUumpPpZk=",NA,"2016-06-06T18:20Z","2016-09-08",1,0.452,50,0.174,0.973,1.375,0.299,0.186,269.4,184.1,7.6,63.8,22.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"0f9368f0-b265-45ea-bff0-2a891f0b468a","GRSM_010.basePlot.cfc","D07","GRSM","GRSM_010","distributed","njZEDkTA4misW8k1uxtRpy9/eUO9pznT5fFy9saRSxU=",NA,"njZEDkTA4misW8k1uxtRpy9/eUO9pznTPCylfyGODf8=",NA,"2016-06-06T19:26Z","2016-09-08",1,0.463,50,0.18,1.973,1.515,0.385,0.185,269.1,77.4,375.9,55.2,20,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"99780aa5-db90-42b3-b3d5-7f631af4639b","GRSM_010.basePlot.cfc","D07","GRSM","GRSM_010","distributed","njZEDkTA4misW8k1uxtRpzWzzKfDITo68siBvvkbZRg=",NA,"njZEDkTA4misW8k1uxtRpzWzzKfDITo61itvhNIKBcU=",NA,"2016-06-06T19:48Z","2016-09-08",1,0.475,50,0.143,1.07,1.406,0.375,0.185,256,52.2,5.6,56.7,20.3,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"4733f55c-a8a3-4ddb-8ee3-02adbaeb8ae6","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","njZEDkTA4mjbtTUzmCeqwiL+6A/GgsOBQF/CTTu2F5Y=",NA,"njZEDkTA4mjbtTUzmCeqwiL+6A/GgsOB4myuzQr4mLw=",NA,"2016-06-06T20:26Z","2016-09-08",1,0.47,50,0.077,0.376,0.055,0.047,0.074,83.9,94.9,1.4,38.5,9.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"31ea5ee5-10f3-4c46-a8da-976d45209695","GRSM_001.basePlot.cfc","D07","GRSM","GRSM_001","distributed","njZEDkTA4mjZGSPmEY3U4r56QTRz50sl+NE/grsCEPQ=",NA,"njZEDkTA4mjZGSPmEY3U4r56QTRz50slcm8C9qdCNGA=",NA,"2016-06-06T20:45Z","2016-09-08",1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not enough sample for analysis","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"6649990e-c338-44fd-bac4-dadb4ffa30ae","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","njZEDkTA4mgfENts4k6kSGBRN0EHeml9l4DjKXTfk+o=",NA,"njZEDkTA4mgfENts4k6kSGBRN0EHeml9zL9oo/ptNCCQNszn5wmeng==",NA,"2016-06-06T20:50Z","2016-09-08",1,0.326,50,0.347,3.317,0.337,0.29,0.215,435.6,89.8,148.9,52.3,152,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"b4d65ac9-ff4e-4586-ad99-939097978ead","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","njZEDkTA4mhH0X6U0MuB7VRO6eeyZWaniKGDpJXh+Ds=",NA,"njZEDkTA4mhH0X6U0MuB7VRO6eeyZWan/UzEjSgMl5M=",NA,"2016-06-06T21:00Z","2016-09-08",1,0.471,50,0.117,0.368,0.119,0.049,0.099,106.9,38,0.4,38.5,14.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"60b5c378-dd55-4467-9d17-45c2be538d3b","GRSM_001.basePlot.cfc","D07","GRSM","GRSM_001","distributed","njZEDkTA4mhsCFFRaj0x+KMq0RVoHlbqS8Q3jqKZbmc=",NA,"njZEDkTA4mhsCFFRaj0x+KMq0RVoHlbqlzf085+aSrs=",NA,"2016-06-06T21:05Z","2016-09-08",1,0.474,50,0.17,2.148,0.691,0.227,0.15,991.5,66.6,89.2,60.2,107,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"51720d62-f3d0-48e5-a231-83ee6a482e4e","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","njZEDkTA4mhR8rGbSsJLb6cukeMvremZBtGbGGiAx4k=",NA,"njZEDkTA4mhR8rGbSsJLb6cukeMvremZOpcCpVaMLzI=",NA,"2016-06-07T11:05Z","2016-09-08",1,0.323,50,0.17,0.942,0.322,0.149,0.171,217.9,79.5,10.2,0.2,26.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"9cfe8b85-a42c-4af6-8008-3c7bdb1ba2a8","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","njZEDkTA4mhR8rGbSsJLbyKHqRDc/lGtzlnIdO9QBQ0=",NA,"njZEDkTA4mhR8rGbSsJLbyKHqRDc/lGt6cxMdIA/y04=",NA,"2016-06-07T11:35Z","2016-09-08",1,0.473,50,0.15,1.751,0.308,0.313,0.143,324.3,55.1,89.8,53.2,28.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"f2ac910e-9905-48b3-a5c1-0edfc1dcf3c9","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","njZEDkTA4mi6lNVtRg00eNWwyQgddzDi5F2NTGiJEVc=",NA,"njZEDkTA4mi6lNVtRg00eNWwyQgddzDijWqYY5Y7hpAnzmyUTgVPWg==",NA,"2016-06-07T11:52Z","2016-09-08",1,0.479,50,0.17,0.989,0.191,0.127,0.179,65.8,39.7,6.3,43.5,11.5,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"11ef80db-6204-4141-832e-0d533bacb243","GRSM_009.basePlot.cfc","D07","GRSM","GRSM_009","distributed","njZEDkTA4mgDz3melY7dfQNMRUGLJr7nQVOoadhQsgI=",NA,"njZEDkTA4mgDz3melY7dfQNMRUGLJr7n65EpJpWSNSR4e1Nt8Os9HA==",NA,"2016-06-07T14:25Z","2016-09-08",1,0.468,50,0.123,0.877,0.484,0.196,0.162,798.4,62,7,71.4,16.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"eee57c1f-f36b-4262-bfa7-ab03e6ea933e","GRSM_009.basePlot.cfc","D07","GRSM","GRSM_009","distributed","njZEDkTA4mgiCY3WEM5lM9N5JGr0HKviPCjIMG8pBsc=",NA,"njZEDkTA4mgiCY3WEM5lM9N5JGr0HKvielsYcvc95KgQsb7EiHdbxw==",NA,"2016-06-07T15:15Z","2016-09-08",1,0.471,50,0.118,2.027,0.521,0.357,0.147,515,46.3,92.3,45,27.3,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"327c6f89-11f0-41f7-9f67-2523cc30f8d1","GRSM_009.basePlot.cfc","D07","GRSM","GRSM_009","distributed","njZEDkTA4mh0yr9ydy7qRZC0Ve+IWGQeEwpl4eZtpAg=",NA,"njZEDkTA4mh0yr9ydy7qRZC0Ve+IWGQetbsjovkTUKo=",NA,"2016-06-07T16:45Z","2016-09-08",1,0.412,50,0.189,1.219,0.866,0.284,0.158,2051.8,61.8,5.3,68.8,168.9,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"0e64c50f-d1ef-4423-8b41-2f91bdd070b8","GRSM_016.basePlot.cfc","D07","GRSM","GRSM_016","distributed","njZEDkTA4mgDIL0BcS2yRYGrNGyARpIhjrXOu1tJWWs=",NA,"njZEDkTA4mgDIL0BcS2yRYGrNGyARpIhcdANtl8HYuQ=",NA,"2016-06-07T18:40Z","2016-09-08",1,0.455,50,0.11,0.428,0.239,0.059,0.102,230.1,45.4,1.4,67.7,22.4,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"445d2116-ce7a-49d2-adfb-3355fcbf1719","GRSM_016.basePlot.cfc","D07","GRSM","GRSM_016","distributed","njZEDkTA4mijb1oR1IwLWxivLK0WHZulG6IAdSLWObY=",NA,"njZEDkTA4mijb1oR1IwLWxivLK0WHZul8XWOEUV/cfjy6h9Ba4B7bQ==",NA,"2016-06-07T18:55Z","2016-09-08",1,0.438,50,0.331,2.501,0.406,0.154,0.201,853.5,74,98,64,162.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"8c09371e-080b-48bb-af6f-1c7d4fc2ab8b","GRSM_016.basePlot.cfc","D07","GRSM","GRSM_016","distributed","njZEDkTA4mijQdJIkfYasnD2h9naC7vbsLiMy4Go8XA=",NA,"njZEDkTA4mijQdJIkfYasnD2h9naC7vb4kJ4aTft1rY=",NA,"2016-06-07T19:52Z","2016-09-08",1,0.476,50,0.102,0.412,0.171,0.043,0.081,381.8,45.2,0.4,51,14.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"a5b52522-6af1-47f4-a611-3a7653f13068","GRSM_007.basePlot.cfc","D07","GRSM","GRSM_007","distributed","njZEDkTA4mgzibdydw4wIWlntUakjAYfiR8XOwNE4WU=",NA,"njZEDkTA4mgzibdydw4wIWlntUakjAYfu1KjU8UJwsE=",NA,"2016-06-08T11:30Z","2016-09-08",1,0.475,50,0.107,2.448,0.422,0.256,0.1,979,37.7,97,45.5,15.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"ae3dc9cb-37e7-4df0-b816-0ebcc88b10ea","GRSM_007.basePlot.cfc","D07","GRSM","GRSM_007","distributed","njZEDkTA4mgzibdydw4wIeucmC/7uRrENi3KhXAJaso=",NA,"njZEDkTA4mgzibdydw4wIeucmC/7uRrEXoff6UkUWgE=",NA,"2016-06-08T12:00Z","2016-09-08",1,0.475,50,0.116,0.589,0.489,0.177,0.126,1141.9,50.5,8,45.3,24.3,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"ffed4ead-042b-4d69-8dcf-56f6ad90e4a7","GRSM_007.basePlot.cfc","D07","GRSM","GRSM_007","distributed","njZEDkTA4mhSgYo6Ispo/+wm2QqCMyjIwgQhpNfyK0k=",NA,"njZEDkTA4mhSgYo6Ispo/+wm2QqCMyjILI8M3GRQFPQBiMb/Aszxfw==",NA,"2016-06-08T12:35Z","2016-09-08",1,0.479,50,0.124,0.824,0.232,0.137,0.154,846.9,45.8,4.7,61.7,15.3,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"73454043-60aa-4803-883f-8b43ed433fa9","GRSM_008.basePlot.cfc","D07","GRSM","GRSM_008","distributed","njZEDkTA4mjRs6rw/tqfQrsycEHIOS06GZYymlMz4Ng=",NA,"njZEDkTA4mjRs6rw/tqfQrsycEHIOS06VVk5BGcLpHA=",NA,"2016-06-08T14:08Z","2016-09-08",1,0.455,50,0.141,1.587,1.078,0.279,0.212,446.7,738.2,13.5,69.5,27,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"22366f6e-93b5-41d1-88cd-998632ea8668","GRSM_008.basePlot.cfc","D07","GRSM","GRSM_008","distributed","njZEDkTA4mjRs6rw/tqfQjEUL/lUbiPpO270Dwr8qbI=",NA,"njZEDkTA4mjRs6rw/tqfQjEUL/lUbiPpO0hSHK/mXPo=",NA,"2016-06-08T14:30Z","2016-09-08",1,0.469,50,0.147,2.231,1.05,0.232,0.191,597.8,63.5,298.8,59.5,16.6,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"b6b06805-cca9-4d9c-967c-76e204381016","GRSM_008.basePlot.cfc","D07","GRSM","GRSM_008","distributed","njZEDkTA4mgheRG5xpV4KhBLjPaOVb3QRxFs/QPRWXk=",NA,"njZEDkTA4mgheRG5xpV4KhBLjPaOVb3QqjRBgHWYD5E=",NA,"2016-06-08T14:50Z","2016-09-08",1,0.196,50,0.128,0.662,0.701,0.138,0.153,1309.7,85.7,1.8,116.1,20.7,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"dd5156ae-87b1-427e-b073-71b1677b095f","GRSM_058.basePlot.cfc","D07","GRSM","GRSM_058","tower","njZEDkTA4mjM8NaA5tPYPfIlPRzbOoiPURsnDbqK3bo=",NA,"njZEDkTA4mjM8NaA5tPYPfIlPRzbOoiPKZgJKtB7pOM=",NA,"2016-06-08T16:20Z","2016-09-08",1,0.466,50,0.094,0.423,0.33,0.142,0.131,313.6,98.1,1.2,65.3,9.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"1743fa76-0a42-4d55-bc1b-29e33b458875","GRSM_058.basePlot.cfc","D07","GRSM","GRSM_058","tower","njZEDkTA4mjM8NaA5tPYPTLeca1Mq+PzxxOKRi4CuWA=",NA,"njZEDkTA4mjM8NaA5tPYPTLeca1Mq+Pz3o8caW1FNo8=",NA,"2016-06-08T17:10Z","2016-09-08",1,0.471,50,0.142,2.2,1.31,0.247,0.219,302.5,70.7,103.2,49.9,21.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"a97a9f66-2f16-46a4-b1f5-322a236add3b","GRSM_058.basePlot.cfc","D07","GRSM","GRSM_058","tower","njZEDkTA4mjM8NaA5tPYPaQ7DDpwljfAx1IeI64tYbU=",NA,"njZEDkTA4mjM8NaA5tPYPaQ7DDpwljfAOdzmNzc0ZtA=",NA,"2016-06-08T17:28Z","2016-08-26",1,0.475,50,0.171,1.118,1.015,0.241,0.186,322.7,54.8,10.3,12.9,14.5,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"caa6c2f0-9b36-4e30-bdd6-09bcdc65076c","GRSM_059.basePlot.cfc","D07","GRSM","GRSM_059","tower","njZEDkTA4mi2wT7cGdhmi5Lr4Z1iZftb/3tUYPPiG1s=",NA,"njZEDkTA4mi2wT7cGdhmi5Lr4Z1iZftb2zy6kg7ixMs=",NA,"2016-06-08T19:15Z","2016-09-08",1,0.3,50,0.152,3.625,0.732,0.383,0.169,859.3,117.7,154.9,99.8,24.7,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
