"uid","namedLocation","domainID","siteID","plotType","sampleID","sampleCode","collectDate","lmaSampleID","lmaSampleCode","lmaSampleCondition","scanDate","scannedBy","freshMass","ovenStartDate","ovenEndDate","dryMass","weighedBy","scannedLeafNumber","leafArea","percentGreen","leafMassPerArea","dryMassFraction","measuredBy","remarks","dataQF"
"58a26ec3-4917-4710-bbd2-6f182dd97291","LENO_009.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+Zt0x+TEWDGkLRJrf/WzHMuDBsNTMsnFqps=","A00000013737","2018-05-01T14:54Z","jmTOfpHQ+Zt0x+TEWDGkLRJrf/WzHMuDZM3ChmqFooItJCZQXm8H7A==","A00000013876","OK","2018-05-03T19:28Z","kjones01@battelleecology.org",1.919,"2018-05-03T19:29Z","2018-05-07T16:16Z",0.848,"kjones01@battelleecology.org",2,10132.9,100,83.6,0.442,"kjones01@battelleecology.org","",NA
"d2868f3e-1d7b-469d-970c-f0a5883e955a","LENO_007.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZsZMjJ+IBWsbRvFmYm1hO1J1tDtfAKAgPM=","A00000013732","2018-05-02T14:57Z","jmTOfpHQ+ZsZMjJ+IBWsbRvFmYm1hO1JCBkYM9p92C3Am7iaVNLvbQ==","A00000013830","OK","2018-05-03T19:21Z","kjones01@battelleecology.org",3.872,"2018-05-03T19:23Z","2018-05-07T16:06Z",2.188,"kjones01@battelleecology.org",9,13261.5,100,165,0.565,"kjones01@battelleecology.org","",NA
"b23f43c6-1d17-4c2a-bcb7-7ca6ce9e9c58","LENO_007.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZtF6/ER24Aek3DXLf9pG2Cvz3xw95hmPDk=","A00000013733","2018-05-02T14:58Z","jmTOfpHQ+ZtF6/ER24Aek3DXLf9pG2Cv9DlnDtJ4uDfA3Dh4QUC8jw==","A00000013877","OK","2018-05-03T19:14Z","kjones01@battelleecology.org",3.318,"2018-05-03T19:17Z","2018-05-07T16:13Z",0.89,"kjones01@battelleecology.org",3,18439,99,48.3,0.268,"kjones01@battelleecology.org","",NA
"0b8545b2-2558-402f-a49b-2d522937d861","LENO_007.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZsZMjJ+IBWsbWMUZZWtI1HZxMr3IcHkPKU=","A00000013734","2018-05-02T15:01Z","jmTOfpHQ+ZsZMjJ+IBWsbWMUZZWtI1HZ8KLc/59DKuEFF18ZxFAJBw==","A00000013869","OK","2018-05-03T18:12Z","kjones01@battelleecology.org",5.019,"2018-05-03T18:21Z","2018-05-07T16:14Z",1.749,"kjones01@battelleecology.org",23,26474.5,100,66.1,0.348,"kjones01@battelleecology.org","",NA
"b53c1e1c-593e-4fee-ab7e-536935880f00","LENO_005.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZvRAXq72i02G0RXVXFHpQVhdatGKlsB3Oc=","A00000013716","2018-05-02T15:07Z","jmTOfpHQ+ZvRAXq72i02G0RXVXFHpQVhN2x67iYGrRQ=","A00000013865","OK","2018-05-03T16:50Z","kjones01@battelleecology.org",2.936,"2018-05-03T16:53Z","2018-05-07T16:09Z",1.076,"kjones01@battelleecology.org",2,18331.9,99,58.7,0.366,"kjones01@battelleecology.org","",NA
"15e5ecc3-bde7-400a-9d27-bae9735edb43","LENO_005.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZvRAXq72i02G7YjWbh0/3KhgzlbiozSO/A=","A00000013717","2018-05-02T15:08Z","jmTOfpHQ+ZvRAXq72i02G7YjWbh0/3Khugl8VRAAgck=","A00000013866","OK","2018-05-03T16:56Z","kjones01@battelleecology.org",2.47,"2018-05-03T17:01Z","2018-05-07T16:09Z",0.731,"kjones01@battelleecology.org",1,15223,100,48,0.296,"kjones01@battelleecology.org","",NA
"71dbe55e-431a-4935-aa32-ec589f0c46c8","LENO_005.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZvRE8fwY+qiR6/7GF7acZ5DFKbf4swOhB0=","A00000013718","2018-05-02T15:09Z","jmTOfpHQ+ZvRE8fwY+qiR6/7GF7acZ5D9yv16rd+Kynj9q+4N4K74w==","","OK","2018-05-03T17:04Z","kjones01@battelleecology.org",3.633,"2018-05-03T17:09Z","2018-05-07T16:07Z",1.473,"kjones01@battelleecology.org",1,23267.8,98,63.3,0.405,"kjones01@battelleecology.org","",NA
"a3ce4737-e85c-4835-96e2-5efc8c2e7bae","LENO_011.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZuD7DuvLcKVc/1VgjgdC1KO0P5JSX0cvQY=","A00000013738","2018-05-02T15:12Z","jmTOfpHQ+ZuD7DuvLcKVc/1VgjgdC1KOqcFS52vCgBs=","A00000013858","OK","2018-05-03T16:20Z","kjones01@battelleecology.org",1.762,"2018-05-03T16:23Z","2018-05-07T16:10Z",0.645,"kjones01@battelleecology.org",17,14998.3,100,43,0.366,"kjones01@battelleecology.org","",NA
"6ecbf563-4fe7-4c67-8f4e-f4b90a4359e5","LENO_011.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZttOXF8LzuQVdFotMwbuf4r1G7GYptgTLE=","A00000013742","2018-05-02T15:14Z","jmTOfpHQ+ZttOXF8LzuQVdFotMwbuf4rJUWrsKXOsgbWCojo/OAxaQ==","A00000013860","OK","2018-05-03T16:31Z","kjones01@battelleecology.org",3.863,"2018-05-03T16:35Z","2018-05-07T16:10Z",1.241,"kjones01@battelleecology.org",3,22924.6,100,54.1,0.321,"kjones01@battelleecology.org","",NA
"7276b730-976f-4693-838c-5f0504a3d42b","LENO_011.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZtNTZjs21STxVgIN+md4HfSCulb34hdZC4=","A00000013741","2018-05-02T15:17Z","jmTOfpHQ+ZtNTZjs21STxVgIN+md4HfSXy/rRcwU/6k=","A00000013859","OK","2018-05-03T16:25Z","kjones01@battelleecology.org",2.124,"2018-05-03T16:29Z","2018-05-07T16:12Z",0.92,"kjones01@battelleecology.org",16,13734.4,100,67,0.433,"csantiago@battelleecology.org","",NA
"26cf47eb-d5f1-4f2e-930f-0e632f8b3f13","LENO_004.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZsCSA2uuyjAWCGEpom5WtPrzGW1sKge0fs=","A00000013721","2018-05-02T15:18Z","jmTOfpHQ+ZsCSA2uuyjAWCGEpom5WtPrnJiL1lr/2Xk=","A00000013861","OK","2018-05-03T19:10Z","kjones01@battelleecology.org",1.719,"2018-05-03T19:10Z","2018-05-07T16:15Z",0.727,"kjones01@battelleecology.org",12,15959,98,45.6,0.423,"kjones01@battelleecology.org","",NA
"16b8b090-28d7-499e-b32f-60f87f0dddf3","LENO_004.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+Zs0U8A3Bxm5r02i8gNnQQB0B9XHi54eqGo=","A00000013720","2018-05-02T15:22Z","jmTOfpHQ+Zs0U8A3Bxm5r02i8gNnQQB05cCmFfFJ0D0=","A00000013872","OK","2018-05-03T19:00Z","kjones01@battelleecology.org",2.348,"2018-05-03T19:05Z","2018-05-07T15:53Z",1.017,"kjones01@battelleecology.org",9,13636.5,100,74.6,0.433,"kjones01@battelleecology.org","",NA
"ed23454b-53fe-4af8-8207-f592221a493c","LENO_004.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZvN4Ah30O6EPPm/rFdIPnm1PhMP1vSqZpE=","A00000013719","2018-05-02T15:25Z","jmTOfpHQ+ZvN4Ah30O6EPPm/rFdIPnm17Q0YhcZ+xsBwGoCdasL1zQ==","A00000013871","OK","2018-05-03T18:50Z","kjones01@battelleecology.org",1.613,"2018-05-03T18:54Z","2018-05-07T16:20Z",0.675,"kjones01@battelleecology.org",10,17161.9,100,39.3,0.419,"kjones01@battelleecology.org","",NA
"c750ee9b-7a86-4d26-ab8d-8632b494956d","LENO_063.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+ZthGyV09AHY9uCNnNTjQnMceZ320+Fmcwk=","A00000013752","2018-05-07T17:21Z","jmTOfpHQ+ZthGyV09AHY9uCNnNTjQnMcq090YZp1+3ZfJcReOOn32Q==","","OK","2018-05-09T20:53Z","kjones01@battelleecology.org",2.851,"2018-05-09T20:55Z","2018-05-15T18:44Z",1.281,"mensley-field@battelleecology.org",14,27382.9,100,46.8,0.449,"csantiago@battelleecology.org","",NA
"cf3504f4-4181-4ed3-8c5b-f1375cd63d0a","LENO_063.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+Zt6E43sjfdM78457RTgshDXeCz+ZvS6xGI=","A00000013751","2018-05-07T18:22Z","jmTOfpHQ+Zt6E43sjfdM78457RTgshDXPPtYXBBQrUFOerM6+Or3og==","","OK","2018-05-09T21:02Z","cbarefoot@battelleecology.org",3.412,"2018-05-09T20:58Z","2018-05-15T18:44Z",1.02,"mensley-field@battelleecology.org",2,15502,98,65.8,0.299,"csantiago@battelleecology.org","",NA
"daa92926-c240-40b0-88b6-c9a90ff395e1","LENO_063.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+Zt6E43sjfdM7/K6oyuf6wUYfMG2Q62BwxE=","A00000013750","2018-05-07T18:40Z","jmTOfpHQ+Zt6E43sjfdM7/K6oyuf6wUYZ5pFb2o2StxGPA+/u19j4g==","","OK","2018-05-09T21:03Z","cbarefoot@battelleecology.org",3.382,"2018-05-09T21:04Z","2018-05-15T18:43Z",1.159,"mensley-field@battelleecology.org",5,15586.4,100,74.4,0.343,"csantiago@battelleecology.org","",NA
"64002888-d979-49bf-80c9-a1e1e6add339","LENO_064.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+Zu0u/oXwnPihXIZAg1bnCmza9yUoBdPbk0=","A00000013749","2018-05-07T20:02Z","jmTOfpHQ+Zu0u/oXwnPihXIZAg1bnCmz1Awx/pia+pU=","","OK","2018-05-09T20:48Z","kjones01@battelleecology.org",4.854,"2018-05-09T20:50Z","2018-05-15T18:35Z",1.587,"mensley-field@battelleecology.org",4,27163,97,58.4,0.327,"csantiago@battelleecology.org","",NA
"93eb5820-4c28-4ff8-9d71-e2d9e25666d8","LENO_064.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+ZsgIjag6hsyJhKyUKh5lckYk0mn75GAjKQ=","A00000013748","2018-05-07T20:38Z","jmTOfpHQ+ZsgIjag6hsyJhKyUKh5lckYKHGlaLOTrPqs+ykVirkWZA==","","OK","2018-05-09T20:44Z","kjones01@battelleecology.org",3.446,"2018-05-09T20:45Z","2018-05-15T18:36Z",0.988,"mensley-field@battelleecology.org",3,16871.1,99,58.6,0.287,"csantiago@battelleecology.org","",NA
"6f49fee6-5889-47f1-a8ef-311ff9542910","LENO_064.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+ZthBTYF6lnCHeY3fZ7NuNHpdbYdgNj4ihM=","A00000013747","2018-05-07T21:56Z","jmTOfpHQ+ZthBTYF6lnCHeY3fZ7NuNHpJI5B0TqLBVk=","","OK","2018-05-09T20:41Z","kjones01@battelleecology.org",4.193,"2018-05-09T20:42Z","2018-05-15T18:38Z",1.784,"mensley-field@battelleecology.org",14,26149.3,99,68.2,0.425,"csantiago@battelleecology.org","",NA
"c35ef388-9e7f-448f-8234-6bd7b2c06fe6","LENO_012.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+Zt5OT/G06Pds9Z4ITHmVvdgo0UdUFMGBLA=","A00000013796","2018-05-08T14:40Z","jmTOfpHQ+Zt5OT/G06Pds9Z4ITHmVvdg8xFQi/oozrc=","","OK","2018-05-09T20:29Z","kjones01@battelleecology.org",5.424,"2018-05-09T20:37Z","2018-05-15T18:38Z",2.529,"mensley-field@battelleecology.org",NA,23394,100,108.1,0.466,"csantiago@battelleecology.org","",NA
"2777c0a2-da5a-4c71-acc7-232a320ebef4","LENO_012.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+Zty0lbBchDNAv+Px7cFenVNiBt2JYFVfMM=","A00000013795","2018-05-08T15:05Z","jmTOfpHQ+Zty0lbBchDNAv+Px7cFenVN+6gARvYzlcg=","","OK","2018-05-09T20:22Z","kjones01@battelleecology.org",4.683,"2018-05-09T20:22Z","2018-05-15T18:37Z",1.563,"mensley-field@battelleecology.org",9,29025.8,100,53.9,0.334,"csantiago@battelleecology.org","",NA
"b44ac279-c7cd-4e9f-8494-ef04737643a0","LENO_012.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+ZttpAhTtR0rIm4ydM96AJdQItyiYWRSehM=","A00000013794","2018-05-08T15:33Z","jmTOfpHQ+ZttpAhTtR0rIm4ydM96AJdQuB8R19BWFOOwgdYalVBhZA==","","OK","2018-05-09T20:15Z","kjones01@battelleecology.org",2.639,"2018-05-09T20:15Z","2018-05-15T18:39Z",1.026,"mensley-field@battelleecology.org",21,27833.3,100,36.9,0.389,"csantiago@battelleecology.org","",NA
"cbe12a53-d392-430f-a2e3-8d1b90a1e87b","LENO_001.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+Zvflz1+5teZsz3QjCsYe3d6fH3VP435csU=","A00000013712","2018-05-08T17:16Z","jmTOfpHQ+Zvflz1+5teZsz3QjCsYe3d6hysO5zODxcY=","","OK","2018-05-09T20:04Z","kjones01@battelleecology.org",4.349,"2018-05-09T20:06Z","2018-05-15T18:41Z",1.663,"mensley-field@battelleecology.org",1,26826.4,97,62,0.382,"kjones01@battelleecology.org","The leaf is upside down in scan.",NA
"eac652dc-91b5-4156-b776-7bcdd7fdc6c3","LENO_001.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+Zsa/2ZyiXAEzKjAoUjWewLClqEZAIJm3tg=","A00000013713","2018-05-08T18:01Z","jmTOfpHQ+Zsa/2ZyiXAEzKjAoUjWewLC92l4ZHbZ8f0=","","OK","2018-05-09T19:56Z","kjones01@battelleecology.org",2.061,"2018-05-09T19:59Z","2018-05-15T18:41Z",0.592,"mensley-field@battelleecology.org",1,275545.3,100,2.1,0.287,"kcovington@battelleecology.org","Slightly overlapping",NA
"a2573ef6-07ce-4e6b-b54c-45fcedcdb978","LENO_001.basePlot.cfc","D08","LENO","distributed","jmTOfpHQ+Zsa/2ZyiXAEzNxEe17Q7Qk5q+5hKdrc7fM=","A00000013714","2018-05-08T18:22Z","jmTOfpHQ+Zsa/2ZyiXAEzNxEe17Q7Qk5UaEQzHpUhrI=","","OK","2018-05-09T20:08Z","kjones01@battelleecology.org",6.515,"2018-05-09T20:09Z","2018-05-15T18:40Z",0.866,"mensley-field@battelleecology.org",1,20389,100,42.5,0.133,"kjones01@battelleecology.org","",NA
"e80cb1fb-4e15-4bd6-b0f9-3a7d45a60c4c","LENO_061.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+ZtcEv1E4YSQAIXIsX7seyVSn+2tv/wN804=","A00000013758","2018-05-08T19:24Z","jmTOfpHQ+ZtcEv1E4YSQAIXIsX7seyVScibx+9FCZhsHEaUuSJyM9g==","","OK","2018-05-09T21:44Z","cbarefoot@battelleecology.org",3.346,"2018-05-09T21:44Z","2018-05-15T18:32Z",1.522,"mensley-field@battelleecology.org",15,23896.7,100,63.7,0.455,"csantiago@battelleecology.org","",NA
"c37e079b-b9c4-4f6b-8a9d-0d2140559399","LENO_061.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+ZsW2lanyum3N+zzXF2yyvfy2CyUlaGoyuY=","A00000013757","2018-05-08T20:10Z","jmTOfpHQ+ZsW2lanyum3N+zzXF2yyvfylAP3OqhLVW0=","","OK","2018-05-09T21:29Z","cbarefoot@battelleecology.org",4.967,"2018-05-09T21:31Z","2018-05-15T18:34Z",1.843,"mensley-field@battelleecology.org",9,29538.4,100,62.4,0.371,"csantiago@battelleecology.org","",NA
"7a54445a-e9c6-4f87-bbde-bf70bd9c9268","LENO_061.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+ZvavLb238g3up/qRXakXwLeLpuV1+Il2NY=","A00000013756","2018-05-08T20:48Z","jmTOfpHQ+ZvavLb238g3up/qRXakXwLepWMONugBSYo=","","OK","2018-05-09T21:25Z","cbarefoot@battelleecology.org",2.85,"2018-05-09T21:26Z","2018-05-15T18:36Z",1.148,"mensley-field@battelleecology.org",19,20832.8,99,55.1,0.403,"csantiago@battelleecology.org","",NA
"843a5099-0873-4240-af43-afc0fb6bb833","LENO_062.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+ZtEoWPy3lPVIzQTvQUq9y/gLM1Ik9Ji9lI=","A00000013755","2018-05-08T21:28Z","jmTOfpHQ+ZtEoWPy3lPVIzQTvQUq9y/gpiHwfS9YHug=","","OK","2018-05-09T21:15Z","cbarefoot@battelleecology.org",2.472,"2018-05-09T21:18Z","2018-05-15T18:43Z",0.795,"mensley-field@battelleecology.org",1,22531.6,95,35.3,0.322,"csantiago@battelleecology.org","",NA
"d9515129-d3d5-441a-aeeb-fa0a1d8c8aa6","LENO_062.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+ZsmkWiGUrIhELLrT/zX0JY9UKqJffL8RdI=","A00000013754","2018-05-08T21:42Z","jmTOfpHQ+ZsmkWiGUrIhELLrT/zX0JY9KUqQwvfs4vA=","","OK","2018-05-09T21:19Z","cbarefoot@battelleecology.org",3.967,"2018-05-09T21:21Z","2018-05-15T18:43Z",1.29,"mensley-field@battelleecology.org",9,30802,99,41.9,0.325,"csantiago@battelleecology.org","",NA
"54c93950-6f07-4ce5-8cba-63635532a1c2","LENO_062.basePlot.cfc","D08","LENO","tower","jmTOfpHQ+Zs+bBY+IN+U7cTlrwnw+kJXL4S8bIkZLrA=","A00000013753","2018-05-08T22:37Z","jmTOfpHQ+Zs+bBY+IN+U7cTlrwnw+kJXIeSLJ43oXSg=","","OK","2018-05-09T21:07Z","cbarefoot@battelleecology.org",4.7,"2018-05-09T21:12Z","2018-05-15T18:42Z",2.112,"mensley-field@battelleecology.org",14,23641,100,89.3,0.449,"kcovington@battelleecology.org","",NA
"55bd1dcf-ccc1-4045-a09b-41a97f06d49e","TALL_044.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBassxoNPqOCfsP6SnXsMbtCJQxYJTchQCM=",NA,"2017-05-15T07:00Z","8YsBtW+LzBassxoNPqOCfsP6SnXsMbtCUheaQ316r+f473HKQeDIKQ==",NA,"OK","2017-05-18T18:18Z","kjones01@battelleecology.org",1.598,"2017-05-18T18:18Z","2017-05-22T20:02Z",0.751,"kjones01@battelleecology.org",30,2662.6,97,282.1,0.47,"kjones01@battelleecology.org","",NA
"83df6cac-8752-4b08-8bcb-aa3a7175d31f","TALL_044.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBYzk8iY5xZI+Azf0kOAAgikXW6N+AMlUNk=",NA,"2017-05-15T13:00Z","8YsBtW+LzBYzk8iY5xZI+Azf0kOAAgikj9g7Lg5Yk5c=",NA,"OK","2017-05-18T13:00Z","kjones01@battelleecology.org",5.23,"2017-05-18T17:58Z","2017-05-22T19:59Z",1.783,"iahmed@battelleecology.org",4,23620.9,98,75.5,0.341,"iahmed@battelleecology.org","",NA
"70c6b9b0-29ca-4eb7-9986-a980311eda2e","TALL_047.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBbAWUjQ/Py/wXylj2i3a6ewjwi9J3xqT8w=",NA,"2017-05-15T13:00Z","8YsBtW+LzBbAWUjQ/Py/wXylj2i3a6ewy0jX4Kr3t5Y=",NA,"OK","2017-05-18T18:05Z","kjones01@battelleecology.org",1.593,"2017-05-18T18:05Z","2017-05-22T20:00Z",0.768,"kjones01@battelleecology.org",21,2764.4,99,277.8,0.482,"kjones01@battelleecology.org","",NA
"c33f3b9b-237f-49d4-8aa1-ac538c231bc7","TALL_047.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBaBNRgmmnlcAtcJtSFF5t0JRNiFpuGWGag=",NA,"2017-05-15T16:00Z","8YsBtW+LzBaBNRgmmnlcAtcJtSFF5t0JITHqyqChqqkd9qk/28g7Vg==",NA,"other","2017-05-18T17:48Z","kjones01@battelleecology.org",5.644,"2017-05-18T17:48Z","2017-05-22T19:57Z",2.099,"kjones01@battelleecology.org",2,21906.2,70,95.8,0.372,"kjones01@battelleecology.org","dry ice burn",NA
"6b913795-aa2e-487d-9c6c-fc9996d8706a","TALL_047.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBZIhqe20cuOavAv4ImZl4kQ0FAUnD62NHI=",NA,"2017-05-15T17:00Z","8YsBtW+LzBZIhqe20cuOavAv4ImZl4kQytZQgKA8EVk=",NA,"OK","2017-05-18T17:54Z","kjones01@battelleecology.org",4.678,"2017-05-18T17:54Z","2017-05-22T19:58Z",1.429,"kjones01@battelleecology.org",4,20248.5,99,70.6,0.305,"kjones01@battelleecology.org","",NA
"ad9c01ab-a92d-4778-a2d4-3c94c2b0e008","TALL_044.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBassxoNPqOCfmqlBFQbOIaEsDYm/J6Hb+A=",NA,"2017-05-15T20:00Z","8YsBtW+LzBassxoNPqOCfmqlBFQbOIaE91hI4Bae0vE9ano5OpqCQA==",NA,"OK","2017-05-18T18:12Z","kjones01@battelleecology.org",1.428,"2017-05-18T18:12Z","2017-05-22T20:01Z",0.655,"kjones01@battelleecology.org",27,2078.2,96,315.2,0.459,"kjones01@battelleecology.org","",NA
"60a7bdb6-3454-4780-bb6c-93754873682b","TALL_054.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBalX5oNx5Y8h6FP+rrxc8yb0wjqxGwntTM=",NA,"2017-05-16T07:00Z","8YsBtW+LzBalX5oNx5Y8h6FP+rrxc8ybnL0vVfklNcm8YRPjGZ2REw==",NA,"OK","2017-05-18T18:29Z","",1.148,"2017-05-18T18:29Z","2017-05-22T20:02Z",0.566,"kjones01@battelleecology.org",32,2392.6,94,236.6,0.493,"kjones01@battelleecology.org","",NA
"1f1af30a-b1a1-4561-8a84-6c4c793c10e2","TALL_054.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBZk7IIQRxP4MKSGoPYPQ+jDJuC6zTEw/Jk=",NA,"2017-05-16T08:30Z","8YsBtW+LzBZk7IIQRxP4MKSGoPYPQ+jDT8jgOMJiuC5LU9usWHUyfw==",NA,"OK","2017-05-18T18:52Z","",4.448,"2017-05-18T18:52Z","2017-05-22T20:10Z",2.272,"kjones01@battelleecology.org",22,5121.7,97,443.6,0.511,"kjones01@battelleecology.org","",NA
"9ab3cbcb-1352-4597-9464-a5df1274edd8","TALL_054.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBZk7IIQRxP4MKSGoPYPQ+jDJuC6zTEw/Jk=",NA,"2017-05-16T08:30Z","8YsBtW+LzBYUtrl3C55a8PVA8HJwsdM18Z4BPs84Iww=",NA,"other","2017-05-18T17:39Z","",4.631,"2017-05-18T17:39Z","2017-05-22T19:54Z",1.535,"kjones01@battelleecology.org",5,22016.1,90,69.7,0.331,"kjones01@battelleecology.org","dry ice burn",NA
"c691643e-783d-42bf-a235-15f8f0639efd","TALL_051.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBZkoqqz3jse/LJxa0R2vLFj75RqYdHCkpI=",NA,"2017-05-16T13:30Z","8YsBtW+LzBZkoqqz3jse/LJxa0R2vLFjieu40F8nJjE=",NA,"other","2017-05-18T17:34Z","kjones01@battelleecology.org",4.391,"2017-05-18T17:34Z","2017-05-22T19:53Z",1.193,"kjones01@battelleecology.org",5,25242,85,47.3,0.272,"kjones01@battelleecology.org","dry ice burn",NA
"506bcdb8-b871-46a8-b137-db3076dc1f42","TALL_051.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBaumRUTuUa2OOQteI6cAchRNPcVzjuJ9iw=",NA,"2017-05-16T14:30Z","8YsBtW+LzBaumRUTuUa2OOQteI6cAchR3umwxgZvqWk=",NA,"OK","2017-05-18T18:46Z","kjones01@battelleecology.org",2.351,"2017-05-18T18:46Z","2017-05-22T20:04Z",1.198,"kjones01@battelleecology.org",21,4783.8,99,250.4,0.51,"kjones01@battelleecology.org","",NA
"a7ba9cc5-7197-42c8-8e5b-9c0f4f427d57","TALL_051.basePlot.cfc","D08","TALL","tower","8YsBtW+LzBZIcn582PMpH6I41CmT/G3X1nUEq2NGE98=",NA,"2017-05-16T15:30Z","8YsBtW+LzBZIcn582PMpH6I41CmT/G3XK11QgL3DNLyYSx/DioQvUQ==",NA,"OK","2017-05-18T19:02Z","kjones01@battelleecology.org",6.914,"2017-05-18T19:02Z","2017-05-22T20:10Z",1.881,"csantiago@battelleecology.org",24,8545.3,98,220.1,0.272,"csantiago@battelleecology.org","3 scans total",NA
"c99443db-c3af-4fe3-a6f2-d7147622a4ba","TALL_007.basePlot.cfc","D08","TALL","distributed","8YsBtW+LzBa4bqYOE8l8PKOG6JWOVejQ6jtB3auPH2I=",NA,"2017-05-17T06:00Z","8YsBtW+LzBa4bqYOE8l8PKOG6JWOVejQd7LSmkIDo4EA19nh9lKD7A==",NA,"OK","2017-05-18T19:36Z","kjones01@battelleecology.org",5.422,"2017-05-18T19:36Z","2017-05-22T20:47Z",2.574,"csantiago@battelleecology.org",21,8123.8,100,316.8,0.475,"csantiago@battelleecology.org","5 scans total",NA
"73f072c7-8b85-4eb4-bf30-96aa33a46748","TALL_007.basePlot.cfc","D08","TALL","distributed","8YsBtW+LzBanOM6nPxgKM/5eFEOWOUdtvdruu1PyCRI=",NA,"2017-05-17T07:00Z","8YsBtW+LzBanOM6nPxgKM/5eFEOWOUdt9NNfdbOdtMg=",NA,"OK","2017-05-18T17:00Z","kjones01@battelleecology.org",3.459,"2017-05-18T17:21Z","2017-05-22T19:51Z",1.607,"ecolberg@battelleecology.org",3,18181,100,88.4,0.465,"ecolberg@battelleecology.org","",NA
"144a3077-60b8-49ec-9499-5796eb5cbeb3","TALL_001.basePlot.cfc","D08","TALL","distributed","8YsBtW+LzBZoC/dzSdnAZgq/QwKOBjpLQ0QosHXH3RY=",NA,"2017-05-17T19:54Z","8YsBtW+LzBZoC/dzSdnAZgq/QwKOBjpLuUMi5xdthRU=",NA,"OK","2017-05-18T13:00Z","ecolberg@battelleecology.org",2.723,"2017-05-18T16:51Z","2017-05-22T19:48Z",1.111,"kjones01@battelleecology.org",10,12296.1,95,90.4,0.408,"ecolberg@battelleecology.org","",NA
"6003e675-aa17-4cc6-89f4-a2d23191a903","TALL_007.basePlot.cfc","D08","TALL","distributed","8YsBtW+LzBboROEjlsJZMKV8FVNrP+Mrvb+V9wz2Giw=",NA,"2017-05-17T20:06Z","8YsBtW+LzBboROEjlsJZMKV8FVNrP+MriP7FzawBHKk=",NA,"OK","2017-05-18T17:00Z","kjones01@battelleecology.org",5.077,"2017-05-18T17:25Z","2017-05-22T19:52Z",1.378,"ecolberg@battelleecology.org",2,18698.5,100,73.7,0.271,"ecolberg@battelleecology.org","",NA
"328dd454-12f8-429f-9593-c0aadf309856","TALL_001.basePlot.cfc","D08","TALL","distributed","8YsBtW+LzBZoC/dzSdnAZtuokiVPhwr6JNPqUyDXSd8=",NA,"2017-05-17T20:30Z","8YsBtW+LzBZoC/dzSdnAZtuokiVPhwr6QiOl1i51/BE=",NA,"other","2017-05-18T16:34Z","kjones01@battelleecology.org",2.352,"2017-05-18T16:34Z","2017-05-22T19:39Z",0.882,"kjones01@battelleecology.org",9,14208.8,95,62.1,0.375,"kjones01@battelleecology.org","holes- insect damage",NA
